"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Anzahl Einwohner"
"";"03 Seevorstadt-Ost";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"85 Jahre u.älter";442
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"00 - 02 Jahre";220
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"03 - 05 Jahre";172
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"06 - 09 Jahre";180
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"10 - 14 Jahre";166
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"15 - 17 Jahre";99
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"18 - 24 Jahre";834
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"25 - 29 Jahre";1010
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"30 - 44 Jahre";1630
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"45 - 59 Jahre";1173
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"60 - 64 Jahre";392
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"65 - 74 Jahre";727
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"75 - 84 Jahre";1658
"";"04 Wilsdruffer Vs./Seevs.-West";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"85 Jahre u.älter";526
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"00 - 02 Jahre";361
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"03 - 05 Jahre";262
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"06 - 09 Jahre";306
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"10 - 14 Jahre";245
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"15 - 17 Jahre";170
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"18 - 24 Jahre";1629
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"25 - 29 Jahre";1519
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"30 - 44 Jahre";2329
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"45 - 59 Jahre";972
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"60 - 64 Jahre";267
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"65 - 74 Jahre";364
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"75 - 84 Jahre";408
"";"05 Friedrichstadt";"StB 0 Altstadt";"StB 0 Altstadt";"01 StB Altstadt ohne Johannstadt";"85 Jahre u.älter";324
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"00 - 02 Jahre";435
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"03 - 05 Jahre";429
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"06 - 09 Jahre";479
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"10 - 14 Jahre";485
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"15 - 17 Jahre";242
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"18 - 24 Jahre";943
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"25 - 29 Jahre";1133
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"30 - 44 Jahre";2675
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"45 - 59 Jahre";1627
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"60 - 64 Jahre";481
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"65 - 74 Jahre";1336
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"75 - 84 Jahre";1528
"";"06 Johannstadt-Nord";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"85 Jahre u.älter";663
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"00 - 02 Jahre";237
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"03 - 05 Jahre";205
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"06 - 09 Jahre";238
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"10 - 14 Jahre";273
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"15 - 17 Jahre";148
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"18 - 24 Jahre";1012
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"25 - 29 Jahre";871
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"30 - 44 Jahre";1673
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"45 - 59 Jahre";1779
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"60 - 64 Jahre";643
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"65 - 74 Jahre";1709
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"75 - 84 Jahre";2734
"";"07 Johannstadt-Süd";"StB 0 Altstadt";"StB 0 Altstadt";"02 Johannstadt";"85 Jahre u.älter";806
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"00 - 02 Jahre";812
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"03 - 05 Jahre";628
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"06 - 09 Jahre";735
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"10 - 14 Jahre";690
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"15 - 17 Jahre";312
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"18 - 24 Jahre";1973
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"25 - 29 Jahre";3229
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"30 - 44 Jahre";6150
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"45 - 59 Jahre";2437
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"60 - 64 Jahre";311
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"65 - 74 Jahre";369
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"75 - 84 Jahre";288
"";"11 Äußere Neustadt (Antonstadt)";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"85 Jahre u.älter";158
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"00 - 02 Jahre";395
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"03 - 05 Jahre";360
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"06 - 09 Jahre";497
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"10 - 14 Jahre";523
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"15 - 17 Jahre";253
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"18 - 24 Jahre";444
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"25 - 29 Jahre";595
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"30 - 44 Jahre";2465
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"45 - 59 Jahre";1944
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"60 - 64 Jahre";405
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"65 - 74 Jahre";553
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"75 - 84 Jahre";440
"";"12 Radeberger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"85 Jahre u.älter";142
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"00 - 02 Jahre";309
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"03 - 05 Jahre";258
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"06 - 09 Jahre";276
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"10 - 14 Jahre";272
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"15 - 17 Jahre";135
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"18 - 24 Jahre";791
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"25 - 29 Jahre";902
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"30 - 44 Jahre";1983
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"45 - 59 Jahre";1128
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"60 - 64 Jahre";224
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"65 - 74 Jahre";614
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"75 - 84 Jahre";607
"";"13 Innere Neustadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"85 Jahre u.älter";234
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"00 - 02 Jahre";564
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"03 - 05 Jahre";494
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"06 - 09 Jahre";527
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"10 - 14 Jahre";486
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"15 - 17 Jahre";220
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"18 - 24 Jahre";1511
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"25 - 29 Jahre";1989
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"30 - 44 Jahre";4301
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"45 - 59 Jahre";1591
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"60 - 64 Jahre";294
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"65 - 74 Jahre";450
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"75 - 84 Jahre";319
"";"14 Leipziger Vorstadt";"StB 1 Neustadt";"StB 1 Neustadt";"04 Leipziger Vorstadt, Pieschen";"85 Jahre u.älter";98
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"00 - 02 Jahre";117
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"03 - 05 Jahre";124
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"06 - 09 Jahre";149
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"10 - 14 Jahre";146
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"15 - 17 Jahre";53
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"18 - 24 Jahre";162
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"25 - 29 Jahre";290
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"30 - 44 Jahre";992
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"45 - 59 Jahre";561
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"60 - 64 Jahre";115
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"65 - 74 Jahre";143
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"75 - 84 Jahre";197
"";"15 Albertstadt";"StB 1 Neustadt";"StB 1 Neustadt";"03 StB Neustadt ohne Leipziger Vorstadt";"85 Jahre u.älter";137
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"00 - 02 Jahre";667
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"03 - 05 Jahre";540
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"06 - 09 Jahre";543
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"10 - 14 Jahre";505
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"15 - 17 Jahre";248
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"18 - 24 Jahre";1016
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"25 - 29 Jahre";1631
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"30 - 44 Jahre";4055
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"45 - 59 Jahre";1747
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"60 - 64 Jahre";342
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"65 - 74 Jahre";486
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"75 - 84 Jahre";291
"";"21 Pieschen-Süd";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"85 Jahre u.älter";131
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"00 - 02 Jahre";453
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"03 - 05 Jahre";437
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"06 - 09 Jahre";495
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"10 - 14 Jahre";531
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"15 - 17 Jahre";255
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"18 - 24 Jahre";762
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"25 - 29 Jahre";1117
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"30 - 44 Jahre";3374
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"45 - 59 Jahre";2413
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"60 - 64 Jahre";639
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"65 - 74 Jahre";1021
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"75 - 84 Jahre";972
"";"22 Mickten";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"85 Jahre u.älter";317
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"00 - 02 Jahre";195
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"03 - 05 Jahre";188
